time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
15.907,-0.01,1.00,-0.10,2.03,0.62,-2.77,-0.13,0.42,-0.28,973.59
15.911,-0.01,1.00,-0.10,2.03,0.62,-2.77,-0.13,0.42,-0.28,973.58
15.914,-0.01,1.00,-0.10,-2.44,0.34,-1.20,-0.13,0.42,-0.28,973.58
16.001,0.22,0.98,0.08,-2.44,0.34,-1.20,-0.13,0.42,-0.28,973.58
16.008,0.22,0.98,0.08,-2.44,0.34,-1.20,-0.04,-0.06,0.04,973.58
16.013,0.22,0.98,0.08,0.46,-0.09,0.43,-0.04,-0.06,0.04,973.58
16.024,0.17,0.99,0.09,0.46,-0.09,0.43,-0.04,-0.06,0.04,973.58
16.036,0.17,0.99,0.09,0.46,-0.09,0.43,0.13,0.20,-0.10,973.58
16.042,0.17,0.99,0.09,-0.13,0.09,0.28,0.13,0.20,-0.10,973.58
16.088,0.19,1.00,-0.04,-0.13,0.09,0.28,0.13,0.20,-0.10,973.58
16.092,0.19,1.00,-0.04,-0.13,0.09,0.28,0.15,0.13,-0.09,973.58
16.094,0.19,1.00,-0.04,-0.13,0.09,0.28,0.15,0.13,-0.09,973.59
16.096,0.19,1.00,-0.04,0.15,0.19,-0.63,0.15,0.13,-0.09,973.59
16.187,0.15,0.99,0.02,0.15,0.19,-0.63,0.15,0.13,-0.09,973.59
16.2,0.15,0.99,0.02,0.15,0.19,-0.63,0.14,0.09,-0.15,973.59
16.217,0.15,0.99,0.02,-0.18,0.01,0.19,0.14,0.09,-0.15,973.59
16.222,0.16,0.99,0.01,-0.18,0.01,0.19,0.14,0.09,-0.15,973.59
16.224,0.16,0.99,0.01,-0.18,0.01,0.19,0.20,-0.01,-0.10,973.59
16.226,0.16,0.99,0.01,0.05,0.01,0.09,0.20,-0.01,-0.10,973.59
16.27,0.17,0.99,-0.03,0.05,0.01,0.09,0.20,-0.01,-0.10,973.59
16.274,0.17,0.99,-0.03,0.05,0.01,0.09,0.18,-0.05,-0.16,973.59
16.275,0.17,0.99,-0.03,0.05,0.01,0.09,0.18,-0.05,-0.16,973.59
16.277,0.17,0.99,-0.03,0.14,0.05,-0.01,0.18,-0.05,-0.16,973.59
16.35,0.14,0.97,0.00,0.14,0.05,-0.01,0.18,-0.05,-0.16,973.59
16.353,0.14,0.97,0.00,0.14,0.05,-0.01,0.22,-0.09,-0.20,973.59
16.355,0.14,0.97,0.00,-0.13,-0.20,0.38,0.22,-0.09,-0.20,973.59
16.384,0.09,0.99,-0.08,-0.13,-0.20,0.38,0.22,-0.09,-0.20,973.59
16.386,0.09,0.99,-0.08,-0.13,-0.20,0.38,0.25,-0.10,-0.09,973.59
16.388,0.09,0.99,-0.08,-0.36,0.01,-0.43,0.25,-0.10,-0.09,973.59
16.475,0.10,0.98,-0.06,-0.36,0.01,-0.43,0.25,-0.10,-0.09,973.59
16.478,0.10,0.98,-0.06,-0.36,0.01,-0.43,0.26,-0.03,-0.01,973.59
16.48,0.10,0.98,-0.06,-0.36,0.01,-0.43,0.26,-0.03,-0.01,973.61
16.482,0.10,0.98,-0.06,-0.08,-0.09,0.11,0.26,-0.03,-0.01,973.61
16.542,0.13,0.98,-0.06,-0.08,-0.09,0.11,0.26,-0.03,-0.01,973.61
16.546,0.13,0.98,-0.06,-0.08,-0.09,0.11,0.28,-0.10,0.04,973.61
16.548,0.13,0.98,-0.06,0.19,-0.07,0.23,0.28,-0.10,0.04,973.61
16.576,0.12,0.99,-0.14,0.19,-0.07,0.23,0.28,-0.10,0.04,973.61
16.578,0.12,0.99,-0.14,0.19,-0.07,0.23,0.29,-0.06,0.07,973.61
16.58,0.12,0.99,-0.14,0.03,-0.03,-0.32,0.29,-0.06,0.07,973.61
16.665,0.14,1.02,-0.15,0.03,-0.03,-0.32,0.29,-0.06,0.07,973.61
16.672,0.14,1.02,-0.15,0.03,-0.03,-0.32,0.19,0.03,0.04,973.61
16.674,0.14,1.02,-0.15,0.03,-0.03,-0.32,0.19,0.03,0.04,973.62
16.675,0.14,1.02,-0.15,0.10,0.34,-0.18,0.19,0.03,0.04,973.62
16.677,0.14,0.99,-0.14,0.10,0.34,-0.18,0.19,0.03,0.04,973.62
16.679,0.14,0.99,-0.14,0.10,0.34,-0.18,0.08,0.11,-0.04,973.62
16.68,0.14,0.99,-0.14,0.01,0.14,0.03,0.08,0.11,-0.04,973.62
16.767,0.10,0.98,-0.15,0.01,0.14,0.03,0.08,0.11,-0.04,973.62
16.772,0.10,0.98,-0.15,0.01,0.14,0.03,-0.05,0.11,0.05,973.62
16.775,0.10,0.98,-0.15,-0.28,-0.00,0.07,-0.05,0.11,0.05,973.62
16.857,0.10,0.98,-0.15,-0.28,-0.00,0.07,-0.05,0.11,0.05,973.62
16.86,0.10,0.98,-0.15,-0.28,-0.00,0.07,-0.13,-0.00,0.24,973.62
16.861,0.10,0.98,-0.15,-0.28,-0.00,0.07,-0.13,-0.00,0.24,973.62
16.863,0.10,0.98,-0.15,-0.08,0.01,-0.05,-0.13,-0.00,0.24,973.62
16.865,0.17,0.98,-0.11,-0.08,0.01,-0.05,-0.13,-0.00,0.24,973.62
16.866,0.17,0.98,-0.11,-0.08,0.01,-0.05,-0.13,0.15,0.33,973.62
16.869,0.17,0.98,-0.11,0.12,0.02,0.09,-0.13,0.15,0.33,973.62
16.967,0.15,1.00,-0.10,0.12,0.02,0.09,-0.13,0.15,0.33,973.62
16.972,0.15,1.00,-0.10,0.12,0.02,0.09,-0.21,0.18,0.62,973.62
16.974,0.15,1.00,-0.10,-0.13,0.15,0.10,-0.21,0.18,0.62,973.62
16.976,0.24,0.98,-0.07,-0.13,0.15,0.10,-0.21,0.18,0.62,973.62
16.977,0.24,0.98,-0.07,-0.13,0.15,0.10,-0.12,0.07,0.50,973.62
16.979,0.24,0.98,-0.07,-0.13,0.15,0.10,-0.12,0.07,0.50,973.60
16.981,0.24,0.98,-0.07,0.15,0.06,0.07,-0.12,0.07,0.50,973.60
17.049,0.34,0.97,-0.05,0.15,0.06,0.07,-0.12,0.07,0.50,973.60
17.058,0.34,0.97,-0.05,0.15,0.06,0.07,-0.10,0.04,0.32,973.60
17.061,0.34,0.97,-0.05,0.66,0.11,0.19,-0.10,0.04,0.32,973.60
17.096,0.30,0.94,-0.04,0.66,0.11,0.19,-0.10,0.04,0.32,973.60
17.099,0.30,0.94,-0.04,0.66,0.11,0.19,-0.01,-0.05,0.16,973.60
17.101,0.30,0.94,-0.04,0.07,-0.12,0.04,-0.01,-0.05,0.16,973.60
17.198,0.30,0.96,-0.07,0.07,-0.12,0.04,-0.01,-0.05,0.16,973.60
17.203,0.30,0.96,-0.07,0.07,-0.12,0.04,0.02,0.12,-0.03,973.60
17.206,0.30,0.96,-0.07,0.07,-0.12,0.04,0.02,0.12,-0.03,973.60
17.208,0.30,0.96,-0.07,-0.14,0.13,-0.21,0.02,0.12,-0.03,973.60
17.267,0.29,0.97,-0.03,-0.14,0.13,-0.21,0.02,0.12,-0.03,973.60
17.27,0.29,0.97,-0.03,-0.14,0.13,-0.21,0.09,0.13,-0.14,973.60
17.274,0.29,0.97,-0.03,-0.10,0.18,0.09,0.09,0.13,-0.14,973.60
17.277,0.28,0.98,-0.08,-0.10,0.18,0.09,0.09,0.13,-0.14,973.60
17.278,0.28,0.98,-0.08,-0.10,0.18,0.09,0.14,0.18,-0.24,973.60
17.28,0.28,0.98,-0.08,-0.12,0.23,-0.26,0.14,0.18,-0.24,973.60
17.387,0.25,0.97,-0.11,-0.12,0.23,-0.26,0.14,0.18,-0.24,973.60
17.39,0.25,0.97,-0.11,-0.12,0.23,-0.26,0.07,0.07,-0.19,973.60
17.393,0.25,0.97,-0.11,-0.12,0.23,-0.26,0.07,0.07,-0.19,973.60
17.396,0.25,0.97,-0.11,0.00,0.06,-0.34,0.07,0.07,-0.19,973.60
17.398,0.23,0.98,-0.08,0.00,0.06,-0.34,0.07,0.07,-0.19,973.60
17.401,0.23,0.98,-0.08,0.00,0.06,-0.34,0.02,0.00,-0.19,973.60
17.411,0.23,0.98,-0.08,0.02,0.07,0.12,0.02,0.00,-0.19,973.60
17.459,0.27,0.98,-0.07,0.02,0.07,0.12,0.02,0.00,-0.19,973.60
17.463,0.27,0.98,-0.07,0.02,0.07,0.12,0.02,-0.01,-0.19,973.60
17.465,0.27,0.98,-0.07,0.40,0.11,0.14,0.02,-0.01,-0.19,973.60
17.529,0.17,0.99,-0.10,0.40,0.11,0.14,0.02,-0.01,-0.19,973.60
17.532,0.17,0.99,-0.10,0.40,0.11,0.14,-0.02,-0.02,-0.15,973.60
17.534,0.17,0.99,-0.10,0.40,0.11,0.14,-0.02,-0.02,-0.15,973.59
17.535,0.17,0.99,-0.10,-0.46,0.11,-0.14,-0.02,-0.02,-0.15,973.59
17.609,0.16,0.99,-0.11,-0.46,0.11,-0.14,-0.02,-0.02,-0.15,973.59
17.616,0.16,0.99,-0.11,-0.46,0.11,-0.14,-0.08,-0.06,0.01,973.59
17.622,0.16,0.99,-0.11,-0.21,0.08,-0.16,-0.08,-0.06,0.01,973.59
17.635,0.19,0.99,-0.08,-0.21,0.08,-0.16,-0.08,-0.06,0.01,973.59
17.641,0.19,0.99,-0.08,-0.21,0.08,-0.16,-0.11,-0.05,0.16,973.59
17.642,0.19,0.99,-0.08,0.08,0.08,0.08,-0.11,-0.05,0.16,973.59
17.717,0.24,0.98,-0.04,0.08,0.08,0.08,-0.11,-0.05,0.16,973.59
17.721,0.24,0.98,-0.04,0.08,0.08,0.08,-0.09,-0.02,0.18,973.59
17.728,0.24,0.98,-0.04,0.08,0.08,0.08,-0.09,-0.02,0.18,973.57
17.73,0.24,0.98,-0.04,0.36,0.07,0.31,-0.09,-0.02,0.18,973.57
17.774,0.23,0.97,-0.06,0.36,0.07,0.31,-0.09,-0.02,0.18,973.57
17.779,0.23,0.97,-0.06,0.36,0.07,0.31,-0.15,-0.04,0.23,973.57
17.781,0.23,0.97,-0.06,0.09,-0.09,0.05,-0.15,-0.04,0.23,973.57
17.824,0.24,0.96,-0.06,0.09,-0.09,0.05,-0.15,-0.04,0.23,973.57
17.827,0.24,0.96,-0.06,0.09,-0.09,0.05,-0.17,-0.09,0.23,973.57
17.829,0.24,0.96,-0.06,-0.05,-0.12,-0.04,-0.17,-0.09,0.23,973.57
17.889,0.28,1.01,-0.05,-0.05,-0.12,-0.04,-0.17,-0.09,0.23,973.57
17.896,0.28,1.01,-0.05,-0.05,-0.12,-0.04,-0.19,0.00,0.23,973.57
17.899,0.28,1.01,-0.05,-0.05,-0.12,-0.04,-0.19,0.00,0.23,973.55
17.902,0.28,1.01,-0.05,0.17,0.42,-0.11,-0.19,0.00,0.23,973.55
17.948,0.28,0.98,-0.02,0.17,0.42,-0.11,-0.19,0.00,0.23,973.55
17.953,0.28,0.98,-0.02,0.17,0.42,-0.11,-0.26,0.08,0.24,973.55
17.956,0.28,0.98,-0.02,0.06,0.21,0.01,-0.26,0.08,0.24,973.55
18.042,0.33,1.14,-0.00,0.06,0.21,0.01,-0.26,0.08,0.24,973.55
18.057,0.33,1.14,-0.00,0.06,0.21,0.01,-0.47,-0.12,-0.10,973.55
18.062,0.33,1.14,-0.00,0.45,1.80,-0.06,-0.47,-0.12,-0.10,973.55
18.064,0.22,1.06,0.09,0.45,1.80,-0.06,-0.47,-0.12,-0.10,973.55
18.066,0.22,1.06,0.09,0.45,1.80,-0.06,-0.68,-0.76,0.26,973.55
18.068,0.22,1.06,0.09,0.45,1.80,-0.06,-0.68,-0.76,0.26,973.56
18.07,0.22,1.06,0.09,-0.32,0.94,0.43,-0.68,-0.76,0.26,973.56
18.115,0.48,1.04,0.12,-0.32,0.94,0.43,-0.68,-0.76,0.26,973.56
18.118,0.48,1.04,0.12,-0.32,0.94,0.43,-0.92,-1.45,0.72,973.56
18.12,0.48,1.04,0.12,2.02,0.78,0.46,-0.92,-1.45,0.72,973.56
18.19,0.47,0.98,0.18,2.02,0.78,0.46,-0.92,-1.45,0.72,973.56
18.193,0.47,0.98,0.18,2.02,0.78,0.46,-0.86,-0.49,1.09,973.56
18.197,0.47,0.98,0.18,0.69,0.64,0.62,-0.86,-0.49,1.09,973.56
18.244,0.50,0.97,0.23,0.69,0.64,0.62,-0.86,-0.49,1.09,973.56
18.246,0.50,0.97,0.23,0.69,0.64,0.62,-0.96,-0.55,1.27,973.56
18.248,0.50,0.97,0.23,0.69,0.64,0.62,-0.96,-0.55,1.27,973.59
18.25,0.50,0.97,0.23,-0.16,1.33,0.33,-0.96,-0.55,1.27,973.59
18.327,0.55,0.92,0.19,-0.16,1.33,0.33,-0.96,-0.55,1.27,973.59
18.332,0.55,0.92,0.19,-0.16,1.33,0.33,-0.91,-0.36,1.38,973.59
18.335,0.55,0.92,0.19,-0.23,1.25,-0.31,-0.91,-0.36,1.38,973.59
18.355,0.66,0.93,0.15,-0.23,1.25,-0.31,-0.91,-0.36,1.38,973.59
18.357,0.66,0.93,0.15,-0.23,1.25,-0.31,-0.73,-0.21,1.41,973.59
18.361,0.66,0.93,0.15,0.23,1.80,-0.74,-0.73,-0.21,1.41,973.59
18.459,0.72,0.80,0.17,0.23,1.80,-0.74,-0.73,-0.21,1.41,973.59
18.463,0.72,0.80,0.17,0.23,1.80,-0.74,-0.64,-0.02,1.43,973.59
18.466,0.72,0.80,0.17,0.23,1.80,-0.74,-0.64,-0.02,1.43,973.59
18.468,0.72,0.80,0.17,0.31,1.08,-0.69,-0.64,-0.02,1.43,973.59
18.517,0.71,0.64,0.14,0.31,1.08,-0.69,-0.64,-0.02,1.43,973.59
18.521,0.71,0.64,0.14,0.31,1.08,-0.69,-0.41,0.19,1.27,973.59
18.523,0.71,0.64,0.14,-0.26,-0.06,-0.64,-0.41,0.19,1.27,973.59
18.536,0.73,0.56,0.16,-0.26,-0.06,-0.64,-0.41,0.19,1.27,973.59
18.538,0.73,0.56,0.16,-0.26,-0.06,-0.64,-0.25,0.20,1.03,973.59
18.539,0.73,0.56,0.16,-0.38,-0.43,-0.54,-0.25,0.20,1.03,973.59
18.646,0.72,0.51,0.16,-0.38,-0.43,-0.54,-0.25,0.20,1.03,973.59
18.649,0.72,0.51,0.16,-0.38,-0.43,-0.54,-0.19,-0.11,0.98,973.59
18.651,0.72,0.51,0.16,-0.38,-0.43,-0.54,-0.19,-0.11,0.98,973.59
18.653,0.72,0.51,0.16,-0.84,-0.49,-0.53,-0.19,-0.11,0.98,973.59
18.655,0.72,0.51,0.16,-0.84,-0.49,-0.53,-0.12,-0.15,1.02,973.59
18.657,0.85,0.49,0.17,-0.84,-0.49,-0.53,-0.12,-0.15,1.02,973.59
18.665,0.85,0.49,0.17,-1.18,-0.01,-0.41,-0.12,-0.15,1.02,973.59
18.724,0.81,0.44,0.25,-1.18,-0.01,-0.41,-0.12,-0.15,1.02,973.59
18.73,0.81,0.44,0.25,-1.18,-0.01,-0.41,-0.04,-0.12,1.03,973.59
18.733,0.81,0.44,0.25,-0.74,0.36,0.26,-0.04,-0.12,1.03,973.59
18.79,0.87,0.39,0.24,-0.74,0.36,0.26,-0.04,-0.12,1.03,973.59
18.794,0.87,0.39,0.24,-0.74,0.36,0.26,0.06,-0.10,0.89,973.59
18.797,0.87,0.39,0.24,-0.74,0.36,0.26,0.06,-0.10,0.89,973.60
18.799,0.87,0.39,0.24,-0.36,0.28,0.15,0.06,-0.10,0.89,973.60
18.882,0.78,0.29,0.25,-0.36,0.28,0.15,0.06,-0.10,0.89,973.60
18.888,0.78,0.29,0.25,-0.36,0.28,0.15,0.02,-0.11,0.74,973.60
18.892,0.78,0.29,0.25,-1.35,-0.33,0.02,0.02,-0.11,0.74,973.60
18.896,0.85,0.30,0.25,-1.35,-0.33,0.02,0.02,-0.11,0.74,973.60
18.901,0.85,0.30,0.25,-1.35,-0.33,0.02,-0.04,-0.21,0.55,973.60
18.903,0.85,0.30,0.25,-0.71,0.04,-0.06,-0.04,-0.21,0.55,973.60
19.003,0.87,0.29,0.26,-0.71,0.04,-0.06,-0.04,-0.21,0.55,973.60
19.006,0.87,0.29,0.26,-0.71,0.04,-0.06,-0.06,-0.10,0.44,973.60
19.008,0.87,0.29,0.26,-0.71,0.04,-0.06,-0.06,-0.10,0.44,973.61
19.011,0.87,0.29,0.26,-0.48,0.02,0.03,-0.06,-0.10,0.44,973.61
19.05,0.88,0.28,0.25,-0.48,0.02,0.03,-0.06,-0.10,0.44,973.61
19.053,0.88,0.28,0.25,-0.48,0.02,0.03,-0.02,-0.19,0.34,973.61
19.055,0.88,0.28,0.25,-0.53,0.10,0.01,-0.02,-0.19,0.34,973.61
19.084,0.94,0.27,0.24,-0.53,0.10,0.01,-0.02,-0.19,0.34,973.61
19.087,0.94,0.27,0.24,-0.53,0.10,0.01,0.01,-0.11,0.27,973.61
19.089,0.94,0.27,0.24,0.07,0.07,0.02,0.01,-0.11,0.27,973.61
19.157,0.93,0.26,0.22,0.07,0.07,0.02,0.01,-0.11,0.27,973.61
19.165,0.93,0.26,0.22,0.07,0.07,0.02,0.02,0.01,0.19,973.61
19.168,0.93,0.26,0.22,0.07,0.07,0.02,0.02,0.01,0.19,973.61
19.17,0.93,0.26,0.22,-0.09,0.15,-0.02,0.02,0.01,0.19,973.61
19.204,0.91,0.23,0.25,-0.09,0.15,-0.02,0.02,0.01,0.19,973.61
19.219,0.91,0.23,0.25,-0.09,0.15,-0.02,-0.02,-0.12,0.12,973.61
19.222,0.91,0.23,0.25,-0.34,-0.01,0.11,-0.02,-0.12,0.12,973.61
19.278,0.90,0.25,0.24,-0.34,-0.01,0.11,-0.02,-0.12,0.12,973.61
19.282,0.90,0.25,0.24,-0.34,-0.01,0.11,-0.01,0.01,0.02,973.61
19.285,0.90,0.25,0.24,-0.42,0.17,-0.00,-0.01,0.01,0.02,973.61
19.315,0.93,0.23,0.22,-0.42,0.17,-0.00,-0.01,0.01,0.02,973.61
19.323,0.93,0.23,0.22,-0.42,0.17,-0.00,-0.08,-0.05,-0.04,973.61
19.325,0.93,0.23,0.22,-0.42,0.17,-0.00,-0.08,-0.05,-0.04,973.59
19.327,0.93,0.23,0.22,-0.10,0.05,-0.16,-0.08,-0.05,-0.04,973.59
19.376,0.98,0.22,0.21,-0.10,0.05,-0.16,-0.08,-0.05,-0.04,973.59
19.378,0.98,0.22,0.21,-0.10,0.05,-0.16,-0.06,-0.04,-0.09,973.59
19.388,0.98,0.22,0.21,0.35,-0.12,-0.32,-0.06,-0.04,-0.09,973.59
19.449,1.02,0.24,0.20,0.35,-0.12,-0.32,-0.06,-0.04,-0.09,973.59
19.452,1.02,0.24,0.20,0.35,-0.12,-0.32,-0.03,-0.10,-0.05,973.59
19.453,1.02,0.24,0.20,0.73,0.09,-0.36,-0.03,-0.10,-0.05,973.59
19.496,0.99,0.23,0.19,0.73,0.09,-0.36,-0.03,-0.10,-0.05,973.59
19.498,0.99,0.23,0.19,0.73,0.09,-0.36,0.00,0.04,-0.02,973.59
19.5,0.99,0.23,0.19,0.73,0.09,-0.36,0.00,0.04,-0.02,973.58
19.501,0.99,0.23,0.19,0.45,-0.03,-0.35,0.00,0.04,-0.02,973.58
19.555,0.94,0.22,0.22,0.45,-0.03,-0.35,0.00,0.04,-0.02,973.58
19.558,0.94,0.22,0.22,0.45,-0.03,-0.35,0.00,-0.03,0.00,973.58
19.559,0.94,0.22,0.22,-0.04,-0.14,-0.11,0.00,-0.03,0.00,973.58
19.626,0.98,0.21,0.21,-0.04,-0.14,-0.11,0.00,-0.03,0.00,973.58
19.633,0.98,0.21,0.21,-0.04,-0.14,-0.11,0.02,-0.04,-0.02,973.58
19.635,0.98,0.21,0.21,0.26,-0.16,-0.14,0.02,-0.04,-0.02,973.58
19.686,0.96,0.22,0.22,0.26,-0.16,-0.14,0.02,-0.04,-0.02,973.58
19.69,0.96,0.22,0.22,0.26,-0.16,-0.14,0.03,0.07,-0.05,973.58
19.693,0.96,0.22,0.22,0.26,-0.16,-0.14,0.03,0.07,-0.05,973.57
19.696,0.96,0.22,0.22,0.14,-0.07,-0.04,0.03,0.07,-0.05,973.57
19.755,0.93,0.22,0.23,0.14,-0.07,-0.04,0.03,0.07,-0.05,973.57
19.763,0.93,0.22,0.23,0.14,-0.07,-0.04,0.06,-0.15,-0.03,973.57
19.774,0.93,0.22,0.23,-0.14,-0.06,0.02,0.06,-0.15,-0.03,973.57
19.818,0.99,0.24,0.22,-0.14,-0.06,0.02,0.06,-0.15,-0.03,973.57
19.821,0.99,0.24,0.22,-0.14,-0.06,0.02,0.03,-0.10,-0.00,973.57
19.824,0.99,0.24,0.22,0.37,0.09,0.05,0.03,-0.10,-0.00,973.57
19.903,0.99,0.24,0.22,0.37,0.09,0.05,0.03,0.02,0.02,973.57
19.91,0.99,0.24,0.22,0.37,0.09,0.05,0.03,0.02,0.02,973.57
19.915,0.98,0.25,0.22,0.37,0.09,0.05,0.03,0.02,0.02,973.57
19.929,0.98,0.25,0.22,0.36,0.09,0.10,0.03,0.02,0.02,973.57
19.936,0.96,0.22,0.21,0.36,0.09,0.10,0.03,0.02,0.02,973.57
19.942,0.96,0.22,0.21,0.36,0.09,0.10,0.08,-0.04,-0.03,973.57
19.948,0.96,0.22,0.21,0.06,-0.07,-0.07,0.08,-0.04,-0.03,973.57
